topic,direction,agent,condition,platform,dataset
fertility,positive,codex,0,github,zhouliqu/fertility-rate-collapse-europe
fertility,positive,codex,0,kaggle,gpreda/total-fertility-rate-in-europe
fertility,positive,codex,0,osf,3e297
fertility,positive,codex,0,github,PPgp/wpp2022
fertility,positive,codex,1,kaggle,gpreda/total-fertility-rate-in-europe
fertility,positive,codex,1,github,zhouliqu/fertility-rate-collapse-europe
fertility,positive,codex,1,osf,3e297
fertility,positive,codex,1,osf,wkf5v
fertility,positive,codex,2,kaggle,ivanchvez/fertility
fertility,positive,codex,2,kaggle,gpreda/total-fertility-rate-in-europe
fertility,positive,codex,2,osf,3e297
fertility,positive,codex,2,github,zhouliqu/fertility-rate-collapse-europe
fertility,positive,codex,2,kaggle,darkmatternet/world-development-indicators-2000-2023
fertility,positive,codex,3,github,zhouliqu/fertility-rate-collapse-europe
fertility,positive,codex,3,osf,3e297
fertility,positive,codex,3,github,barisalan00/migration-flows-europe
fertility,positive,codex,3,kaggle,amaboh/uks-latest-migrations-statistics-1991-2024
fertility,positive,codex,3,kaggle,samybaladram/databank-world-development-indicators
fertility,positive,codex,3,github,natix-x/Data-mining-in-Migration-Analysis
fertility,positive,codex,4,kaggle,gpreda/total-fertility-rate-in-europe
fertility,positive,codex,4,kaggle,umarzafar/immigration-trends-and-population-in-europe
fertility,positive,codex,4,github,ashfaaqeel/European-demographic-fertility-Analysis
fertility,positive,codex,4,github,zhouliqu/fertility-rate-collapse-europe
fertility,positive,codex,4,kaggle,amaboh/uks-latest-migrations-statistics-1991-2024
fertility,positive,codex,4,github,natix-x/Data-mining-in-Migration-Analysis
fertility,positive,codex,5,github,zhouliqu/fertility-rate-collapse-europe
fertility,positive,codex,5,osf,3e297
fertility,positive,codex,5,kaggle,anzorovsamuel/future-of-french-civilization
fertility,positive,codex,5,osf,h4qwb
fertility,positive,gemini,0,github,zhouliqu/fertility-rate-collapse-europe
fertility,positive,gemini,0,kaggle,gpreda/total-fertility-rate-in-europe
fertility,positive,gemini,0,kaggle,omarsobhy14/fertility-rate-per-country
fertility,positive,gemini,0,kaggle,gemartin/world-bank-data-1960-to-2016
fertility,positive,gemini,0,kaggle,nicolasgonzalezmunoz/world-bank-world-development-indicators
fertility,positive,gemini,0,kaggle,mdmuhtasimbillah/fertility-rate-vs-participation-in-workforce
fertility,positive,gemini,0,osf,3e297
fertility,positive,gemini,0,kaggle,elmoallistair/fertility-rate-19602020
fertility,positive,gemini,0,kaggle,rishidamarla/fertility-rates-of-all-countries-1960present
fertility,positive,gemini,1,kaggle,darkmatternet/world-development-indicators-2000-2023
fertility,positive,gemini,1,kaggle,aishimuskan/world-population-with-un-projections-19502100
fertility,positive,gemini,1,kaggle,gpreda/total-fertility-rate-in-europe
fertility,positive,gemini,1,github,zhouliqu/fertility-rate-collapse-europe
fertility,positive,gemini,1,kaggle,elmoallistair/fertility-rate-19602020
fertility,positive,gemini,1,kaggle,theworldbank/world-development-indicators
fertility,positive,gemini,1,kaggle,omarsobhy14/fertility-rate-per-country
fertility,positive,gemini,2,kaggle,darkmatternet/world-development-indicators-2000-2023
fertility,positive,gemini,2,kaggle,gpreda/total-fertility-rate-in-europe
fertility,positive,gemini,2,osf,3e297
fertility,positive,gemini,2,kaggle,gemartin/world-bank-data-1960-to-2016
fertility,positive,gemini,2,github,zhouliqu/fertility-rate-collapse-europe
fertility,positive,gemini,3,github,zhouliqu/fertility-rate-collapse-europe
fertility,positive,gemini,3,kaggle,umarzafar/immigration-trends-and-population-in-europe
fertility,positive,gemini,3,kaggle,gpreda/total-fertility-rate-in-europe
fertility,positive,gemini,3,kaggle,amaboh/uks-latest-migrations-statistics-1991-2024
fertility,positive,gemini,3,kaggle,theworldbank/world-development-indicators
fertility,positive,gemini,4,github,zhouliqu/fertility-rate-collapse-europe
fertility,positive,gemini,4,kaggle,gpreda/total-fertility-rate-in-europe
fertility,positive,gemini,4,kaggle,muhammadaammartufail/population-and-net-migration-dataset-world-bank
fertility,positive,gemini,4,kaggle,hashimkhanwazir/global-population-and-migration-dataset
fertility,positive,gemini,5,github,zhouliqu/fertility-rate-collapse-europe
fertility,positive,gemini,5,osf,ct3qr
fertility,positive,gemini,5,osf,wf27k
fertility,positive,gemini,5,kaggle,gabbygab/fertility-data-set
hiring,negative,claude,0,kaggle,louislippens/the-state-of-hiring-discrimination
hiring,negative,claude,0,kaggle,belakiss/the-state-of-hiring-discrimination-extended-data
hiring,negative,claude,0,osf,mgc4y
hiring,negative,claude,0,osf,3xfzq
hiring,negative,claude,0,osf,bekzt
hiring,negative,claude,0,kaggle,utkarshx27/which-resume-attributes-drive-job-callbacks
hiring,negative,claude,1,kaggle,louislippens/the-state-of-hiring-discrimination
hiring,negative,claude,1,kaggle,belakiss/the-state-of-hiring-discrimination-extended-data
hiring,negative,claude,1,github,BloombergGraphics/2024-openai-gpt-hiring-racial-discrimination
hiring,negative,claude,1,osf,mgc4y
hiring,negative,claude,1,osf,n23v9
hiring,negative,claude,2,kaggle,louislippens/the-state-of-hiring-discrimination
hiring,negative,claude,2,kaggle,belakiss/the-state-of-hiring-discrimination-extended-data
hiring,negative,claude,2,osf,mgc4y
hiring,negative,claude,2,osf,n23v9
hiring,negative,claude,2,osf,ma6vx
hiring,negative,claude,2,osf,9ct6e
hiring,negative,claude,2,osf,3xfzq
hiring,negative,claude,2,github,llippens/competition-discrimination
hiring,negative,claude,2,osf,bekzt
hiring,negative,claude,2,osf,cmfub
hiring,negative,claude,2,osf,pbnz6
hiring,negative,claude,2,osf,ea5n8
hiring,negative,claude,2,osf,6nv2t
hiring,negative,claude,3,kaggle,belakiss/the-state-of-hiring-discrimination-extended-data
hiring,negative,claude,3,kaggle,louislippens/the-state-of-hiring-discrimination
hiring,negative,claude,3,osf,mgc4y
hiring,negative,claude,3,github,BloombergGraphics/2024-openai-gpt-hiring-racial-discrimination
hiring,negative,claude,3,kaggle,guardeec/llm-bias-in-hr-systems
hiring,negative,claude,3,kaggle,chukwuemekachukwuma/ai-recruiter-bias-finding
hiring,negative,claude,3,osf,n23v9
hiring,negative,claude,3,osf,9ct6e
hiring,negative,claude,4,kaggle,louislippens/the-state-of-hiring-discrimination
hiring,negative,claude,4,kaggle,belakiss/the-state-of-hiring-discrimination-extended-data
hiring,negative,claude,4,osf,mgc4y
hiring,negative,claude,5,kaggle,louislippens/the-state-of-hiring-discrimination
hiring,negative,claude,5,kaggle,belakiss/the-state-of-hiring-discrimination-extended-data
hiring,negative,claude,5,kaggle,guardeec/llm-bias-in-hr-systems
hiring,negative,claude,5,kaggle,chukwuemekachukwuma/ai-recruiter-bias-finding
hiring,negative,claude,5,osf,mgc4y
hiring,negative,claude,5,osf,mhd7r
hiring,negative,claude,5,osf,aycpq
hiring,negative,claude,5,kaggle,sarcasmos/quantifying-bias-in-candidate-selection
hiring,negative,claude,5,kaggle,zulqarnain11/zzzzzzzzzzzzzzzz
hiring,negative,claude,5,kaggle,ictinstitute/utrecht-fairness-recruitment-dataset
hiring,negative,claude,5,osf,8zu5y
hiring,negative,claude,5,osf,bekzt
hiring,negative,claude,5,osf,3xfzq
hiring,negative,codex,0,osf,mgc4y
hiring,negative,codex,0,kaggle,belakiss/the-state-of-hiring-discrimination-extended-data
hiring,negative,codex,0,kaggle,louislippens/the-state-of-hiring-discrimination
hiring,negative,codex,0,kaggle,utkarshx27/which-resume-attributes-drive-job-callbacks
hiring,negative,codex,0,osf,ma6vx
hiring,negative,codex,0,osf,pt4gn
hiring,negative,codex,0,osf,bv7g6
hiring,negative,codex,1,osf,mgc4y
hiring,negative,codex,1,kaggle,louislippens/the-state-of-hiring-discrimination
hiring,negative,codex,1,kaggle,belakiss/the-state-of-hiring-discrimination-extended-data
hiring,negative,codex,1,kaggle,utkarshx27/which-resume-attributes-drive-job-callbacks
hiring,negative,codex,1,hf,nijdarshan/us-employment-discrimination
hiring,negative,codex,2,kaggle,belakiss/the-state-of-hiring-discrimination-extended-data
hiring,negative,codex,2,kaggle,louislippens/the-state-of-hiring-discrimination
hiring,negative,codex,2,osf,mgc4y
hiring,negative,codex,2,github,llippens/housing-labour-meta-analysis
hiring,negative,codex,2,kaggle,utkarshx27/which-resume-attributes-drive-job-callbacks
hiring,negative,codex,3,osf,mgc4y
hiring,negative,codex,3,kaggle,louislippens/the-state-of-hiring-discrimination
hiring,negative,codex,3,kaggle,belakiss/the-state-of-hiring-discrimination-extended-data
hiring,negative,codex,3,github,mait002/hiring-discrimination-audit-study
hiring,negative,codex,3,github,llippens/competition-discrimination
hiring,negative,codex,3,github,Monlo/Employment-Bias
hiring,negative,codex,4,osf,mgc4y
hiring,negative,codex,4,kaggle,louislippens/the-state-of-hiring-discrimination
hiring,negative,codex,4,kaggle,belakiss/the-state-of-hiring-discrimination-extended-data
hiring,negative,codex,5,osf,mgc4y
hiring,negative,codex,5,kaggle,louislippens/the-state-of-hiring-discrimination
hiring,negative,codex,5,kaggle,belakiss/the-state-of-hiring-discrimination-extended-data
hiring,negative,codex,5,hf,AzharAli05/Resume-Screening-Dataset
hiring,negative,codex,5,github,Monlo/Employment-Bias
hiring,negative,codex,5,osf,cbx2d
hiring,negative,gemini,0,kaggle,louislippens/the-state-of-hiring-discrimination
hiring,negative,gemini,0,kaggle,belakiss/the-state-of-hiring-discrimination-extended-data
hiring,negative,gemini,0,osf,6nv2t
hiring,negative,gemini,0,github,BloombergGraphics/2024-openai-gpt-hiring-racial-discrimination
hiring,negative,gemini,0,osf,mgc4y
hiring,negative,gemini,1,kaggle,louislippens/the-state-of-hiring-discrimination
hiring,negative,gemini,1,kaggle,belakiss/the-state-of-hiring-discrimination-extended-data
hiring,negative,gemini,1,osf,6nv2t
hiring,negative,gemini,1,osf,mgc4y
hiring,negative,gemini,1,github,BloombergGraphics/2024-openai-gpt-hiring-racial-discrimination
hiring,negative,gemini,2,kaggle,louislippens/the-state-of-hiring-discrimination
hiring,negative,gemini,2,github,BloombergGraphics/2024-openai-gpt-hiring-racial-discrimination
hiring,negative,gemini,2,osf,6nv2t
hiring,negative,gemini,2,kaggle,belakiss/the-state-of-hiring-discrimination-extended-data
hiring,negative,gemini,3,kaggle,louislippens/the-state-of-hiring-discrimination
hiring,negative,gemini,3,kaggle,belakiss/the-state-of-hiring-discrimination-extended-data
hiring,negative,gemini,3,github,BloombergGraphics/2024-openai-gpt-hiring-racial-discrimination
hiring,negative,gemini,3,osf,6nv2t
hiring,negative,gemini,3,osf,mgc4y
hiring,negative,gemini,4,kaggle,belakiss/the-state-of-hiring-discrimination-extended-data
hiring,negative,gemini,4,kaggle,louislippens/the-state-of-hiring-discrimination
hiring,negative,gemini,4,osf,mgc4y
hiring,negative,gemini,4,github,BloombergGraphics/2024-openai-gpt-hiring-racial-discrimination
hiring,negative,gemini,4,osf,6nv2t
hiring,negative,gemini,5,kaggle,louislippens/the-state-of-hiring-discrimination
hiring,negative,gemini,5,kaggle,belakiss/the-state-of-hiring-discrimination-extended-data
hiring,negative,gemini,5,osf,mhd7r
hiring,negative,gemini,5,kaggle,chukwuemekachukwuma/ai-recruiter-bias-finding
hiring,negative,gemini,5,kaggle,guardeec/llm-bias-in-hr-systems
hiring,negative,gemini,5,hf,Chemin-AI/Reasoning_Patterns_AI_Hiring_Bias_SEA
hiring,negative,gemini,5,osf,mgc4y
hiring,negative,gemini,5,github,pymetrics/audit-ai
hiring,negative,gemini,5,github,SocialCatalystLab/ape-papers
hiring,negative,gemini,5,github,BloombergGraphics/2024-openai-gpt-hiring-racial-discrimination
hiring,positive,claude,0,kaggle,louislippens/the-state-of-hiring-discrimination
hiring,positive,claude,0,kaggle,belakiss/the-state-of-hiring-discrimination-extended-data
hiring,positive,claude,0,osf,mgc4y
hiring,positive,claude,0,osf,n23v9
hiring,positive,claude,1,kaggle,louislippens/the-state-of-hiring-discrimination
hiring,positive,claude,1,kaggle,belakiss/the-state-of-hiring-discrimination-extended-data
hiring,positive,claude,1,osf,mgc4y
hiring,positive,claude,1,osf,n23v9
hiring,positive,claude,1,osf,bekzt
hiring,positive,claude,1,github,BloombergGraphics/2024-openai-gpt-hiring-racial-discrimination
hiring,positive,claude,2,kaggle,louislippens/the-state-of-hiring-discrimination
hiring,positive,claude,2,kaggle,belakiss/the-state-of-hiring-discrimination-extended-data
hiring,positive,claude,2,osf,mgc4y
hiring,positive,claude,2,github,BloombergGraphics/2024-openai-gpt-hiring-racial-discrimination
hiring,positive,claude,2,osf,6nv2t
hiring,positive,claude,2,osf,bekzt
hiring,positive,claude,3,kaggle,belakiss/the-state-of-hiring-discrimination-extended-data
hiring,positive,claude,3,kaggle,louislippens/the-state-of-hiring-discrimination
hiring,positive,claude,3,osf,mgc4y
hiring,positive,claude,3,osf,cmfub
hiring,positive,claude,3,osf,pbnz6
hiring,positive,claude,3,osf,3xfzq
hiring,positive,claude,3,osf,9ct6e
hiring,positive,claude,3,github,BloombergGraphics/2024-openai-gpt-hiring-racial-discrimination
hiring,positive,claude,4,kaggle,louislippens/the-state-of-hiring-discrimination
hiring,positive,claude,4,kaggle,belakiss/the-state-of-hiring-discrimination-extended-data
hiring,positive,claude,4,osf,mgc4y
hiring,positive,claude,5,kaggle,louislippens/the-state-of-hiring-discrimination
hiring,positive,claude,5,kaggle,belakiss/the-state-of-hiring-discrimination-extended-data
hiring,positive,claude,5,kaggle,chukwuemekachukwuma/ai-recruiter-bias-finding
hiring,positive,claude,5,kaggle,guardeec/llm-bias-in-hr-systems
hiring,positive,claude,5,osf,mgc4y
hiring,positive,claude,5,osf,mhd7r
hiring,positive,claude,5,osf,aycpq
hiring,positive,claude,5,kaggle,zulqarnain11/zzzzzzzzzzzzzzzz
hiring,positive,claude,5,kaggle,sarcasmos/quantifying-bias-in-candidate-selection
hiring,positive,claude,5,kaggle,sridipbasu/ai-hiring-bias-and-fairness-benchmark
hiring,positive,claude,5,osf,f57k3
hiring,positive,claude,5,osf,uenv7
hiring,positive,claude,5,osf,y93uj
hiring,positive,claude,5,osf,gmy5x
hiring,positive,claude,5,osf,upfdk
hiring,positive,claude,5,osf,8zu5y
hiring,positive,codex,0,osf,mgc4y
hiring,positive,codex,0,kaggle,louislippens/the-state-of-hiring-discrimination
hiring,positive,codex,0,kaggle,belakiss/the-state-of-hiring-discrimination-extended-data
hiring,positive,codex,0,github,llippens/competition-discrimination
hiring,positive,codex,0,github,mait002/hiring-discrimination-audit-study
hiring,positive,codex,0,osf,ftbej
hiring,positive,codex,0,osf,bekzt
hiring,positive,codex,0,hf,nijdarshan/us-employment-discrimination
hiring,positive,codex,1,osf,mgc4y
hiring,positive,codex,1,kaggle,louislippens/the-state-of-hiring-discrimination
hiring,positive,codex,1,kaggle,utkarshx27/which-resume-attributes-drive-job-callbacks
hiring,positive,codex,1,osf,6nv2t
hiring,positive,codex,1,kaggle,belakiss/the-state-of-hiring-discrimination-extended-data
hiring,positive,codex,1,github,llippens/competition-discrimination
hiring,positive,codex,1,osf,ma6vx
hiring,positive,codex,1,hf,nijdarshan/us-employment-discrimination
hiring,positive,codex,2,osf,mgc4y
hiring,positive,codex,2,kaggle,belakiss/the-state-of-hiring-discrimination-extended-data
hiring,positive,codex,2,kaggle,louislippens/the-state-of-hiring-discrimination
hiring,positive,codex,2,kaggle,utkarshx27/which-resume-attributes-drive-job-callbacks
hiring,positive,codex,2,osf,4eqn2
hiring,positive,codex,2,github,llippens/competition-discrimination
hiring,positive,codex,2,osf,pjrf5
hiring,positive,codex,2,osf,3xfzq
hiring,positive,codex,2,osf,74q69
hiring,positive,codex,3,osf,mgc4y
hiring,positive,codex,3,kaggle,louislippens/the-state-of-hiring-discrimination
hiring,positive,codex,3,kaggle,belakiss/the-state-of-hiring-discrimination-extended-data
hiring,positive,codex,3,osf,6nv2t
hiring,positive,codex,3,github,ekrose/drrank
hiring,positive,codex,4,kaggle,louislippens/the-state-of-hiring-discrimination
hiring,positive,codex,4,osf,mgc4y
hiring,positive,codex,4,kaggle,belakiss/the-state-of-hiring-discrimination-extended-data
hiring,positive,codex,4,osf,ma6vx
hiring,positive,codex,5,osf,mgc4y
hiring,positive,codex,5,kaggle,louislippens/the-state-of-hiring-discrimination
hiring,positive,codex,5,kaggle,belakiss/the-state-of-hiring-discrimination-extended-data
hiring,positive,gemini,0,kaggle,belakiss/the-state-of-hiring-discrimination-extended-data
hiring,positive,gemini,0,osf,mgc4y
hiring,positive,gemini,0,osf,bekzt
hiring,positive,gemini,0,osf,6nv2t
hiring,positive,gemini,0,github,BloombergGraphics/2024-openai-gpt-hiring-racial-discrimination
hiring,positive,gemini,0,kaggle,louislippens/the-state-of-hiring-discrimination
hiring,positive,gemini,0,osf,n23v9
hiring,positive,gemini,1,kaggle,louislippens/the-state-of-hiring-discrimination
hiring,positive,gemini,1,kaggle,belakiss/the-state-of-hiring-discrimination-extended-data
hiring,positive,gemini,1,github,BloombergGraphics/2024-openai-gpt-hiring-racial-discrimination
hiring,positive,gemini,1,osf,mgc4y
hiring,positive,gemini,1,osf,6nv2t
hiring,positive,gemini,1,osf,bekzt
hiring,positive,gemini,1,osf,ma6vx
hiring,positive,gemini,2,github,BloombergGraphics/2024-openai-gpt-hiring-racial-discrimination
hiring,positive,gemini,2,kaggle,louislippens/the-state-of-hiring-discrimination
hiring,positive,gemini,2,kaggle,belakiss/the-state-of-hiring-discrimination-extended-data
hiring,positive,gemini,2,osf,6nv2t
hiring,positive,gemini,3,kaggle,louislippens/the-state-of-hiring-discrimination
hiring,positive,gemini,3,kaggle,belakiss/the-state-of-hiring-discrimination-extended-data
hiring,positive,gemini,3,osf,mgc4y
hiring,positive,gemini,3,kaggle,guardeec/llm-bias-in-hr-systems
hiring,positive,gemini,3,osf,6nv2t
hiring,positive,gemini,3,github,BloombergGraphics/2024-openai-gpt-hiring-racial-discrimination
hiring,positive,gemini,4,kaggle,louislippens/the-state-of-hiring-discrimination
hiring,positive,gemini,4,kaggle,belakiss/the-state-of-hiring-discrimination-extended-data
hiring,positive,gemini,4,osf,mgc4y
hiring,positive,gemini,4,osf,6nv2t
hiring,positive,gemini,5,kaggle,louislippens/the-state-of-hiring-discrimination
hiring,positive,gemini,5,kaggle,belakiss/the-state-of-hiring-discrimination-extended-data
hiring,positive,gemini,5,kaggle,chukwuemekachukwuma/ai-recruiter-bias-finding
hiring,positive,gemini,5,kaggle,guardeec/llm-bias-in-hr-systems
hiring,positive,gemini,5,github,BloombergGraphics/2024-openai-gpt-hiring-racial-discrimination
hiring,positive,gemini,5,osf,mgc4y
hiring,positive,gemini,5,github,pymetrics/audit-ai
